"Scenario","Area","Year","Population"
"SSP1","Paraguay",2090,7273.3
"SSP1","Paraguay",2095,7053
"SSP1","Paraguay",2100,6817.6
"SSP1","Peru",2020,33090.3
"SSP1","Peru",2025,34421.6
"SSP1","Peru",2030,35633.2
"SSP1","Peru",2035,36535.5
"SSP1","Peru",2040,37106.5
"SSP1","Peru",2045,37463.9
"SSP1","Peru",2050,37597.4
"SSP1","Peru",2055,37517.5
"SSP1","Peru",2060,37212.6
"SSP1","Peru",2065,36725.9
"SSP1","Peru",2070,36077
"SSP1","Peru",2075,35294.6
"SSP1","Peru",2080,34408.6
"SSP1","Peru",2085,33437.7
"SSP1","Peru",2090,32392.2
"SSP1","Peru",2095,31278.3
"SSP1","Peru",2100,30097.3
"SSP1","Philippines",2020,111287.6
"SSP1","Philippines",2025,119127.8
"SSP1","Philippines",2030,126242.9
"SSP1","Philippines",2035,132344.4
"SSP1","Philippines",2040,137275
"SSP1","Philippines",2045,141372.1
"SSP1","Philippines",2050,144503.2
"SSP1","Philippines",2055,146544
"SSP1","Philippines",2060,147410.7
"SSP1","Philippines",2065,147459.2
"SSP1","Philippines",2070,146823.2
"SSP1","Philippines",2075,145528
"SSP1","Philippines",2080,143657.2
"SSP1","Philippines",2085,141150.1
"SSP1","Philippines",2090,138052.8
"SSP1","Philippines",2095,134456.9
"SSP1","Philippines",2100,130456
"SSP1","Poland",2020,38478
"SSP1","Poland",2025,39036.7
"SSP1","Poland",2030,38288.3
"SSP1","Poland",2035,37531
"SSP1","Poland",2040,36800.2
"SSP1","Poland",2045,36111.6
"SSP1","Poland",2050,35471.3
"SSP1","Poland",2055,34772.9
"SSP1","Poland",2060,34022.4
"SSP1","Poland",2065,33219.7
"SSP1","Poland",2070,32354.9
"SSP1","Poland",2075,31421.5
"SSP1","Poland",2080,30434.8
"SSP1","Poland",2085,29427
"SSP1","Poland",2090,28438.6
"SSP1","Poland",2095,27504.3
"SSP1","Poland",2100,26638.6
"SSP1","Portugal",2020,10298.4
"SSP1","Portugal",2025,10204.8
"SSP1","Portugal",2030,10091.9
"SSP1","Portugal",2035,9999.3
"SSP1","Portugal",2040,9912.7
"SSP1","Portugal",2045,9829.8
"SSP1","Portugal",2050,9745.2
"SSP1","Portugal",2055,9643.6
"SSP1","Portugal",2060,9520.7
"SSP1","Portugal",2065,9374.9
"SSP1","Portugal",2070,9214.5
"SSP1","Portugal",2075,9043.2
"SSP1","Portugal",2080,8863.1
"SSP1","Portugal",2085,8667.7
"SSP1","Portugal",2090,8427.1
"SSP1","Portugal",2095,8158.8
"SSP1","Portugal",2100,7844.6
"SSP1","Puerto Rico",2020,3280.2
"SSP1","Puerto Rico",2025,3109.4
"SSP1","Puerto Rico",2030,2949.2
"SSP1","Puerto Rico",2035,2793.8
"SSP1","Puerto Rico",2040,2643.3
"SSP1","Puerto Rico",2045,2500.4
"SSP1","Puerto Rico",2050,2368.4
"SSP1","Puerto Rico",2055,2242.5
"SSP1","Puerto Rico",2060,2124.4
"SSP1","Puerto Rico",2065,2018
"SSP1","Puerto Rico",2070,1922.1
"SSP1","Puerto Rico",2075,1834.7
"SSP1","Puerto Rico",2080,1753
"SSP1","Puerto Rico",2085,1674.3
"SSP1","Puerto Rico",2090,1596.5
"SSP1","Puerto Rico",2095,1517.7
"SSP1","Puerto Rico",2100,1436.2
"SSP1","Qatar",2020,2828.6
"SSP1","Qatar",2025,3114.1
"SSP1","Qatar",2030,3377
"SSP1","Qatar",2035,3627.2
"SSP1","Qatar",2040,3871.6
"SSP1","Qatar",2045,4111.6
"SSP1","Qatar",2050,4333.8
"SSP1","Qatar",2055,4528.7
"SSP1","Qatar",2060,4687.5
"SSP1","Qatar",2065,4784.2
"SSP1","Qatar",2070,4817.1
"SSP1","Qatar",2075,4783.5
"SSP1","Qatar",2080,4682.3
"SSP1","Qatar",2085,4517.1
"SSP1","Qatar",2090,4302.4
"SSP1","Qatar",2095,4063.9
"SSP1","Qatar",2100,3826.9
"SSP1","Republic of Korea",2020,51858.1
"SSP1","Republic of Korea",2025,51546
"SSP1","Republic of Korea",2030,51113.9
"SSP1","Republic of Korea",2035,50513.6
"SSP1","Republic of Korea",2040,49660.2
"SSP1","Republic of Korea",2045,48594.8
"SSP1","Republic of Korea",2050,47410
"SSP1","Republic of Korea",2055,45860.2
"SSP1","Republic of Korea",2060,43938.4
"SSP1","Republic of Korea",2065,41845.2
"SSP1","Republic of Korea",2070,39727.5
"SSP1","Republic of Korea",2075,37634.7
"SSP1","Republic of Korea",2080,35610.9
"SSP1","Republic of Korea",2085,33649
"SSP1","Republic of Korea",2090,31687.9
"SSP1","Republic of Korea",2095,29683.3
"SSP1","Republic of Korea",2100,27660.1
"SSP1","Republic of Moldova",2020,3095
"SSP1","Republic of Moldova",2025,3055
"SSP1","Republic of Moldova",2030,2930.9
"SSP1","Republic of Moldova",2035,2806.8
"SSP1","Republic of Moldova",2040,2695.2
"SSP1","Republic of Moldova",2045,2597.4
"SSP1","Republic of Moldova",2050,2506.7
"SSP1","Republic of Moldova",2055,2414.8
"SSP1","Republic of Moldova",2060,2319.8
"SSP1","Republic of Moldova",2065,2226.7
"SSP1","Republic of Moldova",2070,2136.3
"SSP1","Republic of Moldova",2075,2049.5
"SSP1","Republic of Moldova",2080,1967
"SSP1","Republic of Moldova",2085,1889.6
"SSP1","Republic of Moldova",2090,1818.9
"SSP1","Republic of Moldova",2095,1755.4
"SSP1","Republic of Moldova",2100,1697.5
"SSP1","Reunion",2020,953.5
"SSP1","Reunion",2025,999.6
"SSP1","Reunion",2030,1036.1
"SSP1","Reunion",2035,1066
"SSP1","Reunion",2040,1092.2
"SSP1","Reunion",2045,1114.2
"SSP1","Reunion",2050,1130.8
"SSP1","Reunion",2055,1142.1
"SSP1","Reunion",2060,1148
"SSP1","Reunion",2065,1150.4
"SSP1","Reunion",2070,1151
"SSP1","Reunion",2075,1151.1
"SSP1","Reunion",2080,1150.7
"SSP1","Reunion",2085,1149.3
"SSP1","Reunion",2090,1145.7
"SSP1","Reunion",2095,1139
"SSP1","Reunion",2100,1128
"SSP1","Romania",2020,19489.7
"SSP1","Romania",2025,18903
"SSP1","Romania",2030,18353.2
"SSP1","Romania",2035,17776
"SSP1","Romania",2040,17208.5
"SSP1","Romania",2045,16651.2
"SSP1","Romania",2050,16096.8
"SSP1","Romania",2055,15537
"SSP1","Romania",2060,14947.1
"SSP1","Romania",2065,14334.3
"SSP1","Romania",2070,13718.2
"SSP1","Romania",2075,13135
"SSP1","Romania",2080,12603.3
"SSP1","Romania",2085,12120.1
"SSP1","Romania",2090,11677.6
"SSP1","Romania",2095,11272.2
"SSP1","Romania",2100,10884.1
"SSP1","Russian Federation",2020,145761.7
"SSP1","Russian Federation",2025,145478.7
"SSP1","Russian Federation",2030,143719.7
"SSP1","Russian Federation",2035,142125.2
"SSP1","Russian Federation",2040,140916.1
"SSP1","Russian Federation",2045,140180.1
"SSP1","Russian Federation",2050,139631.5
"SSP1","Russian Federation",2055,138773.1
"SSP1","Russian Federation",2060,137527.2
"SSP1","Russian Federation",2065,135896.1
"SSP1","Russian Federation",2070,133980.9
"SSP1","Russian Federation",2075,131850.9
"SSP1","Russian Federation",2080,129537.6
"SSP1","Russian Federation",2085,127066.4
"SSP1","Russian Federation",2090,124524
"SSP1","Russian Federation",2095,121995.1
"SSP1","Russian Federation",2100,119401
"SSP1","Rwanda",2020,12987.3
"SSP1","Rwanda",2025,14477.2
"SSP1","Rwanda",2030,15899.7
"SSP1","Rwanda",2035,17212
"SSP1","Rwanda",2040,18402.1
"SSP1","Rwanda",2045,19521.8
"SSP1","Rwanda",2050,20577.4
"SSP1","Rwanda",2055,21471.2
"SSP1","Rwanda",2060,22182.6
"SSP1","Rwanda",2065,22706.9
"SSP1","Rwanda",2070,23054.2
"SSP1","Rwanda",2075,23222.3
"SSP1","Rwanda",2080,23228.8
"SSP1","Rwanda",2085,23109
"SSP1","Rwanda",2090,22876.7
"SSP1","Rwanda",2095,22527
"SSP1","Rwanda",2100,22062.5
"SSP1","Saint Lucia",2020,178.9
"SSP1","Saint Lucia",2025,180.4
"SSP1","Saint Lucia",2030,181.7
"SSP1","Saint Lucia",2035,181.9
"SSP1","Saint Lucia",2040,181
"SSP1","Saint Lucia",2045,179.3
"SSP1","Saint Lucia",2050,176.8
"SSP1","Saint Lucia",2055,173.6
"SSP1","Saint Lucia",2060,169.7
"SSP1","Saint Lucia",2065,165.3
"SSP1","Saint Lucia",2070,160.5
"SSP1","Saint Lucia",2075,155.3
"SSP1","Saint Lucia",2080,149.9
"SSP1","Saint Lucia",2085,144
"SSP1","Saint Lucia",2090,137.9
"SSP1","Saint Lucia",2095,131.3
"SSP1","Saint Lucia",2100,124.6
"SSP1","Saint Vincent and the Grenadines",2020,104.7
"SSP1","Saint Vincent and the Grenadines",2025,101.7
"SSP1","Saint Vincent and the Grenadines",2030,99.9
"SSP1","Saint Vincent and the Grenadines",2035,97.6
"SSP1","Saint Vincent and the Grenadines",2040,95
"SSP1","Saint Vincent and the Grenadines",2045,92.2
"SSP1","Saint Vincent and the Grenadines",2050,89.1
"SSP1","Saint Vincent and the Grenadines",2055,85.7
"SSP1","Saint Vincent and the Grenadines",2060,82.1
"SSP1","Saint Vincent and the Grenadines",2065,78.6
"SSP1","Saint Vincent and the Grenadines",2070,75.4
"SSP1","Saint Vincent and the Grenadines",2075,72.4
"SSP1","Saint Vincent and the Grenadines",2080,69.5
"SSP1","Saint Vincent and the Grenadines",2085,66.8
"SSP1","Saint Vincent and the Grenadines",2090,64.1
"SSP1","Saint Vincent and the Grenadines",2095,61.6
"SSP1","Saint Vincent and the Grenadines",2100,59.1
"SSP1","Samoa",2020,213.1
"SSP1","Samoa",2025,225.3
"SSP1","Samoa",2030,234.6
"SSP1","Samoa",2035,241.3
"SSP1","Samoa",2040,245.7
"SSP1","Samoa",2045,248.7
"SSP1","Samoa",2050,249.8
"SSP1","Samoa",2055,248.5
"SSP1","Samoa",2060,244.9
"SSP1","Samoa",2065,241
"SSP1","Samoa",2070,236.9
"SSP1","Samoa",2075,232.9
"SSP1","Samoa",2080,229.3
"SSP1","Samoa",2085,226.1
"SSP1","Samoa",2090,223
"SSP1","Samoa",2095,220.1
"SSP1","Samoa",2100,217.2
"SSP1","Sao Tome and Principe",2020,216.2
"SSP1","Sao Tome and Principe",2025,235.4
"SSP1","Sao Tome and Principe",2030,252.6
"SSP1","Sao Tome and Principe",2035,267.7
"SSP1","Sao Tome and Principe",2040,280.1
"SSP1","Sao Tome and Principe",2045,290.6
"SSP1","Sao Tome and Principe",2050,298.5
"SSP1","Sao Tome and Principe",2055,303.4
"SSP1","Sao Tome and Principe",2060,305.4
"SSP1","Sao Tome and Principe",2065,305.4
"SSP1","Sao Tome and Principe",2070,303.6
"SSP1","Sao Tome and Principe",2075,300.2
"SSP1","Sao Tome and Principe",2080,295.8
"SSP1","Sao Tome and Principe",2085,290.5
"SSP1","Sao Tome and Principe",2090,284.2
"SSP1","Sao Tome and Principe",2095,276.6
"SSP1","Sao Tome and Principe",2100,267.8
"SSP1","Saudi Arabia",2020,36230
"SSP1","Saudi Arabia",2025,39066
"SSP1","Saudi Arabia",2030,41474.5
"SSP1","Saudi Arabia",2035,43508.3
"SSP1","Saudi Arabia",2040,45176.6
"SSP1","Saudi Arabia",2045,46546.4
"SSP1","Saudi Arabia",2050,47562.8
"SSP1","Saudi Arabia",2055,48195.8
"SSP1","Saudi Arabia",2060,48416
"SSP1","Saudi Arabia",2065,48199.9
"SSP1","Saudi Arabia",2070,47597.2
"SSP1","Saudi Arabia",2075,46699.2
"SSP1","Saudi Arabia",2080,45632.6
"SSP1","Saudi Arabia",2085,44493.3
"SSP1","Saudi Arabia",2090,43299.8
"SSP1","Saudi Arabia",2095,42011.5
"SSP1","Saudi Arabia",2100,40612.7
"SSP1","Senegal",2020,16215.5
"SSP1","Senegal",2025,18159.2
"SSP1","Senegal",2030,19985.6
"SSP1","Senegal",2035,21734
"SSP1","Senegal",2040,23369.2
"SSP1","Senegal",2045,24955.2
"SSP1","Senegal",2050,26401.1
"SSP1","Senegal",2055,27628.5
"SSP1","Senegal",2060,28622.8
"SSP1","Senegal",2065,29425.5
"SSP1","Senegal",2070,30047.6
"SSP1","Senegal",2075,30497.4
"SSP1","Senegal",2080,30759.8
"SSP1","Senegal",2085,30821.9
"SSP1","Senegal",2090,30708
"SSP1","Senegal",2095,30435
"SSP1","Senegal",2100,30007.8
"SSP1","Serbia",2020,7384.1
"SSP1","Serbia",2025,7163.3
"SSP1","Serbia",2030,7066.4
"SSP1","Serbia",2035,6969.3
"SSP1","Serbia",2040,6867.1
"SSP1","Serbia",2045,6772.6
"SSP1","Serbia",2050,6687
"SSP1","Serbia",2055,6605.3
"SSP1","Serbia",2060,6517.6
"SSP1","Serbia",2065,6411.5
"SSP1","Serbia",2070,6287.4
"SSP1","Serbia",2075,6150.7
"SSP1","Serbia",2080,6007.3
"SSP1","Serbia",2085,5860.5
"SSP1","Serbia",2090,5709.6
"SSP1","Serbia",2095,5551.8
"SSP1","Serbia",2100,5383
"SSP1","Seychelles",2020,105
"SSP1","Seychelles",2025,108.8
"SSP1","Seychelles",2030,111.9
"SSP1","Seychelles",2035,114.2
"SSP1","Seychelles",2040,115.7
"SSP1","Seychelles",2045,116.3
"SSP1","Seychelles",2050,116.3
"SSP1","Seychelles",2055,115.5
"SSP1","Seychelles",2060,114.1
"SSP1","Seychelles",2065,112.2
"SSP1","Seychelles",2070,109.9
"SSP1","Seychelles",2075,107.2
"SSP1","Seychelles",2080,104.2
"SSP1","Seychelles",2085,100.9
"SSP1","Seychelles",2090,97.5
"SSP1","Seychelles",2095,93.8
"SSP1","Seychelles",2100,89.9
"SSP1","Sierra Leone",2020,8140.2
"SSP1","Sierra Leone",2025,8987.8
"SSP1","Sierra Leone",2030,9744.2
"SSP1","Sierra Leone",2035,10412.3
"SSP1","Sierra Leone",2040,10982.9
"SSP1","Sierra Leone",2045,11473.5
"SSP1","Sierra Leone",2050,11866.4
"SSP1","Sierra Leone",2055,12145.4
"SSP1","Sierra Leone",2060,12304.1
"SSP1","Sierra Leone",2065,12360.6
"SSP1","Sierra Leone",2070,12319.9
"SSP1","Sierra Leone",2075,12183.7
"SSP1","Sierra Leone",2080,11968.5
"SSP1","Sierra Leone",2085,11684.5
"SSP1","Sierra Leone",2090,11336.6
"SSP1","Sierra Leone",2095,10935.5
"SSP1","Sierra Leone",2100,10491.3
"SSP1","Singapore",2020,5893.5
"SSP1","Singapore",2025,6111.4
"SSP1","Singapore",2030,6307.2
"SSP1","Singapore",2035,6465.5
"SSP1","Singapore",2040,6584.4
"SSP1","Singapore",2045,6672.7
"SSP1","Singapore",2050,6738.1
"SSP1","Singapore",2055,6769.2
"SSP1","Singapore",2060,6765.8
"SSP1","Singapore",2065,6715.6
"SSP1","Singapore",2070,6628.4
"SSP1","Singapore",2075,6509.4
"SSP1","Singapore",2080,6359
"SSP1","Singapore",2085,6173.8
"SSP1","Singapore",2090,5949.7
"SSP1","Singapore",2095,5685.5
"SSP1","Singapore",2100,5385.3
"SSP1","Slovakia",2020,5457.6
"SSP1","Slovakia",2025,5503.8
"SSP1","Slovakia",2030,5471.6
"SSP1","Slovakia",2035,5419.3
"SSP1","Slovakia",2040,5353.6
"SSP1","Slovakia",2045,5286.7
"SSP1","Slovakia",2050,5219.8
"SSP1","Slovakia",2055,5147.1
"SSP1","Slovakia",2060,5062.1
"SSP1","Slovakia",2065,4961.3
"SSP1","Slovakia",2070,4845.4
"SSP1","Slovakia",2075,4718.6
"SSP1","Slovakia",2080,4587.8
"SSP1","Slovakia",2085,4458.7
"SSP1","Slovakia",2090,4332.7
"SSP1","Slovakia",2095,4210.2
"SSP1","Slovakia",2100,4091.4
"SSP1","Slovenia",2020,2116.3
"SSP1","Slovenia",2025,2116.5
"SSP1","Slovenia",2030,2108.5
"SSP1","Slovenia",2035,2098.3
"SSP1","Slovenia",2040,2087.5
"SSP1","Slovenia",2045,2077.3
"SSP1","Slovenia",2050,2064.6
"SSP1","Slovenia",2055,2046.6
"SSP1","Slovenia",2060,2022.9
"SSP1","Slovenia",2065,1993.4
"SSP1","Slovenia",2070,1960.3
"SSP1","Slovenia",2075,1924.8
"SSP1","Slovenia",2080,1886.4
"SSP1","Slovenia",2085,1844.4
"SSP1","Slovenia",2090,1799.1
"SSP1","Slovenia",2095,1751.3
"SSP1","Slovenia",2100,1701.4
"SSP1","Solomon Islands",2020,682.9
"SSP1","Solomon Islands",2025,760.4
"SSP1","Solomon Islands",2030,830.9
"SSP1","Solomon Islands",2035,895.4
"SSP1","Solomon Islands",2040,953.7
"SSP1","Solomon Islands",2045,1006.6
"SSP1","Solomon Islands",2050,1051.6
"SSP1","Solomon Islands",2055,1087.9
"SSP1","Solomon Islands",2060,1114.3
"SSP1","Solomon Islands",2065,1133.1
"SSP1","Solomon Islands",2070,1143.6
"SSP1","Solomon Islands",2075,1147
"SSP1","Solomon Islands",2080,1142.9
"SSP1","Solomon Islands",2085,1132.8
"SSP1","Solomon Islands",2090,1116.8
"SSP1","Solomon Islands",2095,1095.1
"SSP1","Solomon Islands",2100,1067.3
"SSP1","Somalia",2020,16272.9
"SSP1","Somalia",2025,18719.2
"SSP1","Somalia",2030,21156
"SSP1","Somalia",2035,23600
"SSP1","Somalia",2040,26013.8
"SSP1","Somalia",2045,28474.9
"SSP1","Somalia",2050,30839.3
"SSP1","Somalia",2055,32964.4
"SSP1","Somalia",2060,34780
"SSP1","Somalia",2065,36388.7
"SSP1","Somalia",2070,37806.4
"SSP1","Somalia",2075,39021.9
"SSP1","Somalia",2080,40001.5
"SSP1","Somalia",2085,40705.4
"SSP1","Somalia",2090,41130.5
"SSP1","Somalia",2095,41263.1
"SSP1","Somalia",2100,41156.1
"SSP1","South Africa",2020,58466.1
"SSP1","South Africa",2025,60847.5
"SSP1","South Africa",2030,63369.8
"SSP1","South Africa",2035,65328.3
"SSP1","South Africa",2040,66734.1
"SSP1","South Africa",2045,67758.9
"SSP1","South Africa",2050,68479.8
"SSP1","South Africa",2055,68675.9
"SSP1","South Africa",2060,68361.4
"SSP1","South Africa",2065,67626.3
"SSP1","South Africa",2070,66490.8
"SSP1","South Africa",2075,64993.3
"SSP1","South Africa",2080,63138.9
"SSP1","South Africa",2085,61005.8
"SSP1","South Africa",2090,58673.7
"SSP1","South Africa",2095,56218.3
"SSP1","South Africa",2100,53666.4
"SSP1","South Sudan",2020,10545.4
"SSP1","South Sudan",2025,10957.7
"SSP1","South Sudan",2030,11340.9
"SSP1","South Sudan",2035,11705.9
"SSP1","South Sudan",2040,11983.4
"SSP1","South Sudan",2045,12126.8
"SSP1","South Sudan",2050,12085.8
"SSP1","South Sudan",2055,11907
"SSP1","South Sudan",2060,11652.6
"SSP1","South Sudan",2065,11412.5
"SSP1","South Sudan",2070,11179.4
"SSP1","South Sudan",2075,10931
"SSP1","South Sudan",2080,10654
"SSP1","South Sudan",2085,10355.6
"SSP1","South Sudan",2090,10046.7
"SSP1","South Sudan",2095,9735.1
"SSP1","South Sudan",2100,9433.6
"SSP1","Spain",2020,47330
"SSP1","Spain",2025,47633.8
"SSP1","Spain",2030,47915.8
"SSP1","Spain",2035,48277.3
"SSP1","Spain",2040,48734
"SSP1","Spain",2045,49281.4
"SSP1","Spain",2050,49894.9
"SSP1","Spain",2055,50266.7
"SSP1","Spain",2060,50351.3
"SSP1","Spain",2065,50128.3
"SSP1","Spain",2070,49687.2
"SSP1","Spain",2075,49068
"SSP1","Spain",2080,48272.3
"SSP1","Spain",2085,47167.3
"SSP1","Spain",2090,45903.4
"SSP1","Spain",2095,44475.8
"SSP1","Spain",2100,42824.4
"SSP1","Sri Lanka",2020,21683.2
"SSP1","Sri Lanka",2025,22178.5
"SSP1","Sri Lanka",2030,22491.8
"SSP1","Sri Lanka",2035,22664.8
"SSP1","Sri Lanka",2040,22702.3
"SSP1","Sri Lanka",2045,22630.7
"SSP1","Sri Lanka",2050,22440
"SSP1","Sri Lanka",2055,22138.2
"SSP1","Sri Lanka",2060,21739.2
"SSP1","Sri Lanka",2065,21282.7
"SSP1","Sri Lanka",2070,20784.4
"SSP1","Sri Lanka",2075,20245
"SSP1","Sri Lanka",2080,19672.1
"SSP1","Sri Lanka",2085,19073.3
"SSP1","Sri Lanka",2090,18448.2
"SSP1","Sri Lanka",2095,17788.8
"SSP1","Sri Lanka",2100,17077.4
"SSP1","Sudan",2020,43828.1
"SSP1","Sudan",2025,49424.3
"SSP1","Sudan",2030,54715
"SSP1","Sudan",2035,59681.7
"SSP1","Sudan",2040,64290.2
"SSP1","Sudan",2045,68756.9
"SSP1","Sudan",2050,72968.3
"SSP1","Sudan",2055,76733.7
"SSP1","Sudan",2060,79943.6
"SSP1","Sudan",2065,82599.6
"SSP1","Sudan",2070,84686.2
"SSP1","Sudan",2075,86163.8
"SSP1","Sudan",2080,87153.2
"SSP1","Sudan",2085,87605.6
"SSP1","Sudan",2090,87622.9
"SSP1","Sudan",2095,87217.6
"SSP1","Sudan",2100,86419.2
"SSP1","Suriname",2020,603.8
"SSP1","Suriname",2025,630.3
"SSP1","Suriname",2030,653.7
"SSP1","Suriname",2035,672.1
"SSP1","Suriname",2040,685.2
"SSP1","Suriname",2045,694.5
"SSP1","Suriname",2050,699.9
"SSP1","Suriname",2055,701.1
"SSP1","Suriname",2060,698.3
"SSP1","Suriname",2065,692.5
"SSP1","Suriname",2070,684.4
"SSP1","Suriname",2075,674.5
"SSP1","Suriname",2080,662.7
"SSP1","Suriname",2085,649.2
"SSP1","Suriname",2090,633.8
"SSP1","Suriname",2095,616.5
"SSP1","Suriname",2100,597.4
"SSP1","Swaziland",2020,1174.2
"SSP1","Swaziland",2025,1227.9
"SSP1","Swaziland",2030,1278.1
"SSP1","Swaziland",2035,1317.2
"SSP1","Swaziland",2040,1344.2
"SSP1","Swaziland",2045,1362.5
"SSP1","Swaziland",2050,1372.6
"SSP1","Swaziland",2055,1368.6
"SSP1","Swaziland",2060,1351
"SSP1","Swaziland",2065,1327.1
"SSP1","Swaziland",2070,1297.7
"SSP1","Swaziland",2075,1263.3
"SSP1","Swaziland",2080,1224.3
"SSP1","Swaziland",2085,1181.8
"SSP1","Swaziland",2090,1136.9
"SSP1","Swaziland",2095,1090.3
"SSP1","Swaziland",2100,1042.6
"SSP1","Sweden",2020,10321.4
"SSP1","Sweden",2025,10576.5
"SSP1","Sweden",2030,10788.2
"SSP1","Sweden",2035,10989.6
"SSP1","Sweden",2040,11199.4
"SSP1","Sweden",2045,11439.7
"SSP1","Sweden",2050,11710.8
"SSP1","Sweden",2055,11958.1
"SSP1","Sweden",2060,12168.6
"SSP1","Sweden",2065,12337.1
"SSP1","Sweden",2070,12479
"SSP1","Sweden",2075,12600.2
"SSP1","Sweden",2080,12682.9
"SSP1","Sweden",2085,12645.7
"SSP1","Sweden",2090,12462.9
"SSP1","Sweden",2095,12178.1
"SSP1","Sweden",2100,11878.9
"SSP1","Switzerland",2020,8606.4
"SSP1","Switzerland",2025,8853.4
"SSP1","Switzerland",2030,9030.5
"SSP1","Switzerland",2035,9194.4
"SSP1","Switzerland",2040,9353.8
"SSP1","Switzerland",2045,9525.6
"SSP1","Switzerland",2050,9713.5
"SSP1","Switzerland",2055,9877.1
"SSP1","Switzerland",2060,10001.6
"SSP1","Switzerland",2065,10077.5
"SSP1","Switzerland",2070,10119.4
"SSP1","Switzerland",2075,10134
"SSP1","Switzerland",2080,10079.6
"SSP1","Switzerland",2085,9941.2
"SSP1","Switzerland",2090,9719.4
"SSP1","Switzerland",2095,9451.9
"SSP1","Switzerland",2100,9169.8
"SSP1","Syrian Arab Republic",2020,20486
"SSP1","Syrian Arab Republic",2025,21963.6
"SSP1","Syrian Arab Republic",2030,23438
"SSP1","Syrian Arab Republic",2035,24910.6
"SSP1","Syrian Arab Republic",2040,26193.3
"SSP1","Syrian Arab Republic",2045,27250.2
"SSP1","Syrian Arab Republic",2050,28035
"SSP1","Syrian Arab Republic",2055,28617.9
"SSP1","Syrian Arab Republic",2060,29045.5
"SSP1","Syrian Arab Republic",2065,29380.4
"SSP1","Syrian Arab Republic",2070,29623
"SSP1","Syrian Arab Republic",2075,29768
"SSP1","Syrian Arab Republic",2080,29809
"SSP1","Syrian Arab Republic",2085,29741
"SSP1","Syrian Arab Republic",2090,29565.6
"SSP1","Syrian Arab Republic",2095,29225.5
"SSP1","Syrian Arab Republic",2100,28431.8
"SSP1","Taiwan Province of China",2020,23800.9
"SSP1","Taiwan Province of China",2025,23499.2
"SSP1","Taiwan Province of China",2030,23119.5
"SSP1","Taiwan Province of China",2035,22631.9
"SSP1","Taiwan Province of China",2040,21996.6
"SSP1","Taiwan Province of China",2045,21253.4
"SSP1","Taiwan Province of China",2050,20451.1
"SSP1","Taiwan Province of China",2055,19556.7
"SSP1","Taiwan Province of China",2060,18615.8
"SSP1","Taiwan Province of China",2065,17680.8
"SSP1","Taiwan Province of China",2070,16746.6
"SSP1","Taiwan Province of China",2075,15805.4
"SSP1","Taiwan Province of China",2080,14888.7
"SSP1","Taiwan Province of China",2085,14025
"SSP1","Taiwan Province of China",2090,13233.7
"SSP1","Taiwan Province of China",2095,12517.5
"SSP1","Taiwan Province of China",2100,11868.1
"SSP1","Tajikistan",2020,9442.8
"SSP1","Tajikistan",2025,10358.9
"SSP1","Tajikistan",2030,11156.1
"SSP1","Tajikistan",2035,11879.8
"SSP1","Tajikistan",2040,12532.6
"SSP1","Tajikistan",2045,13111.3
"SSP1","Tajikistan",2050,13547.6
"SSP1","Tajikistan",2055,13843.6
"SSP1","Tajikistan",2060,14010.8
"SSP1","Tajikistan",2065,14094.7
"SSP1","Tajikistan",2070,14102.4
"SSP1","Tajikistan",2075,14033.3
"SSP1","Tajikistan",2080,13889.2
"SSP1","Tajikistan",2085,13686.9
"SSP1","Tajikistan",2090,13437.5
"SSP1","Tajikistan",2095,13153.5
"SSP1","Tajikistan",2100,12833.9
"SSP1","Thailand",2020,71389.4
"SSP1","Thailand",2025,71957.8
"SSP1","Thailand",2030,71972.3
"SSP1","Thailand",2035,71434.5
"SSP1","Thailand",2040,70334.4
"SSP1","Thailand",2045,68817.9
"SSP1","Thailand",2050,66886.4
"SSP1","Thailand",2055,64596.4
"SSP1","Thailand",2060,62054.9
"SSP1","Thailand",2065,59368
"SSP1","Thailand",2070,56612.7
"SSP1","Thailand",2075,53821.9
"SSP1","Thailand",2080,51016.1
"SSP1","Thailand",2085,48189.9
"SSP1","Thailand",2090,45350.9
"SSP1","Thailand",2095,42531.1
"SSP1","Thailand",2100,39761.9
"SSP1","The former Yugoslav Republic of Macedonia",2020,2114
"SSP1","The former Yugoslav Republic of Macedonia",2025,2096.6
"SSP1","The former Yugoslav Republic of Macedonia",2030,2104.8
"SSP1","The former Yugoslav Republic of Macedonia",2035,2103.3
"SSP1","The former Yugoslav Republic of Macedonia",2040,2091.2
